node,CLUSTER,s_eq,eigenvector_centrality,conexiones_anomalas,indice_frontera,d_anom,p_anom,degree_total
Faloon,0,0.0,0.0,4.0,0.8047189562170501,0,0.0,8
Andrés Caniulef,0,0.0,0.0,3.5,0.7520386983881371,0,0.0,7
Vico Bouvier,0,0.0,0.0,3.5,0.7520386983881371,0,0.0,7
Yuli Cagna,0,0.0,0.0,2.5,0.626381484247684,0,0.0,5
Karla Constant,0,0.0,0.0,8.0,1.0986122886681098,0,0.0,16
Sergio Lagos,0,0.0,0.0,7.0,1.0397207708399179,0,0.0,14
Faloon Larraguibel,0,0.0,0.0,7.5,1.0700330817481354,0,0.0,15
Zoe Bayona,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Daniela Requena,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Manuel Pellegrini,0,-1.0,0.0,0.0,0.0,0,0.0,14
Gabriel Boric,-1,-0.511326860841424,0.641977951494375,202.31067961165047,1.2985841793406536,35,0.23178807947019867,828
Contraloría General de la República,0,-0.4375,0.0,27.28125,0.9399934802531811,0,0.0,97
Ministerio de Hacienda,1,0.23809523809523808,0.005271607498536571,14.476190476190474,1.0435439027071673,0,0.0,38
Ley N°21.746,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Gustavo Quinteros,1,0.7777777777777778,-0.001142854073016634,1.6666666666666665,0.10898102811241402,0,0.0,15
Román,1,1.0,6.54259927261368e-19,0.0,0.0,0,0.0,2
Gerardo Martino,1,1.0,-7.233349056490748e-20,0.0,0.0,0,0.0,4
Marco Enríquez-Ominami,0,-0.25,0.0,24.75,1.2181629851661544,0,0.0,66
Donald Trump,1,0.6576576576576577,-0.0982816057711934,103.38738738738738,0.7956222369009894,3,0.039473684210526314,604
Claudia Sheinbaum Pardo,1,0.2,-0.0052727346491142245,8.0,0.8788898309344879,0,0.0,20
BBVA Research,1,1.0,0.004286959138969667,0.0,0.0,0,0.0,2
Fenats Unitaria,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Tribunal Electoral Regional de Antofagasta,0,1.0,0.0,0.0,0.0,0,0.0,3
Seis concejales de Antofagasta,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Jaime Naranjo,-1,-0.5,0.0032472121686674673,6.25,0.49525036721664584,0,0.0,25
José Miguel Castro,-1,-0.15384615384615385,-0.04304209530485788,30.038461538461537,1.4533653243358897,7,0.3181818181818182,71
Eric Aedo,-1,-0.45454545454545453,-0.012253676167647175,12.545454545454545,0.7107411908582968,3,0.3333333333333333,46
Jorge Almirón,1,1.0,8.51883704119833e-19,0.0,0.0,0,0.0,57
Aníbal Mosa,0,0.6,0.0,10.4,0.48672267108009,0,0.0,52
Carlos Tevez,0,1.0,0.0,0.0,0.0,0,0.0,2
Mauricio Isla,0,1.0,0.0,0.0,0.0,0,0.0,2
Ángel Valencia,1,0.1724137931034483,0.010359108881039804,18.20689655172414,1.2228701006651628,3,0.25,44
Juan Castro Bekios,1,0.38461538461538464,-0.004239271749658533,4.307692307692308,0.5135868145032995,0,0.0,14
Juan Antonio Coloma,1,-0.06666666666666667,-0.06774118894358452,26.133333333333333,1.5403560593588463,1,0.041666666666666664,56
Henry Leal,1,-0.08,-0.07118746836497374,27.6,1.5425670901998711,2,0.07407407407407407,60
Tomás de Rementería,0,-0.4444444444444444,0.0,7.777777777777779,0.6033953542030007,0,0.0,28
Daniel Meron,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Mike Ryan,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Ibrahim Khraishi,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Bekios,1,0.0,0.02800252625687658,1.0,0.34657359027997264,1,1.0,2
Alberto Larraín,-1,-0.047619047619047616,0.01955996255332935,41.42857142857142,1.7846771379749455,0,0.0,87
Chris Weston,1,1.0,-1.1195452096280938e-19,0.0,0.0,0,0.0,2
Cristián Tapia,-1,0.1111111111111111,0.028526042577664,7.111111111111111,0.930326606138743,0,0.0,16
Leonor Armanet,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Javier Milei,1,0.6607142857142857,-0.017827229626021904,26.294642857142858,0.560956415726063,6,0.3157894736842105,155
Mauricio Macri,-1,0.1,0.0015272349268925331,11.700000000000001,1.1437208970590458,0,0.0,26
Silvia Lospennato,1,0.2,-0.0008370725134790321,2.0,0.43944491546724396,0,0.0,5
Leandro Santoro,-1,0.6,0.0008325621740359335,1.2000000000000002,0.15769147207285408,0,0.0,6
Yamandú Orsi,0,-1.0,0.0,0.0,0.0,0,0.0,18
Zelmar Michelini,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Asociación de Estudios Latinoamericanos,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Departamento de Seguridad Interior,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Servicio de Inmigración y Control de Aduanas,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Sociedad Interamericana de Prensa,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Nicolás Sepúlveda Gambi,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
José Mujica,0,-0.6470588235294118,0.0,8.294117647058822,0.39342029805366185,0,0.0,47
Alejandro Armenta Mier,0,-1.0,0.0,0.0,0.0,0,0.0,18
Presidenta de la Junta de Gobierno y Coordinación Política del Congreso,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Grupos de bikers,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Congress of Puebla,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Motorcycle Collectives,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Jair Bolsonaro,1,0.7333333333333333,-0.0005309949602840686,6.800000000000002,0.27388316449273953,0,0.0,51
Marco Antonio Freire Gomes,1,0.0,2.316154360599237e-05,1.0,0.34657359027997264,0,0.0,2
Luisa Alcalde,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Omar Khan,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Robert Persaud,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Jorge Zabalza,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Winston Churchill,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
María Machado,0,-1.0,0.0,0.0,0.0,0,0.0,3
Henrique Capriles,0,-0.5,0.0,1.75,0.25290022791961997,0,0.0,7
Nicolás Maduro,-1,-0.1111111111111111,-0.04070215785767588,28.888888888888886,1.5099941343402752,1,0.08333333333333333,65
Ortiz Mena,-1,-1.0,-0.00032775646164946937,0.0,0.0,0,0.0,1
Claudia Sheinbaum,-1,-0.6388888888888888,0.00751405140766891,19.500000000000004,0.5453544933316211,4,0.3076923076923077,108
Felipe Calderón,1,0.0,0.003959202677320196,4.5,0.8523740461192126,0,0.0,9
José Antonio Neme,0,0.375,0.0,11.5625,0.7908488080685295,0,0.0,37
Sabas Chahuán,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Karen Doggenweiler,0,0.0,0.0,5.0,0.8958797346140275,0,0.0,10
Miguel Grau,0,-1.0,0.0,0.0,0.0,0,0.0,2
José Antonio Kast,1,-0.042105263157894736,-0.06462251855257428,154.22105263157894,2.4162177498545474,12,0.12121212121212122,322
Jara,-1,-0.21739130434782608,0.030883065166389837,20.73913043478261,1.2048706496711905,3,0.16666666666666666,53
Rodrigo Mayorga,1,0.5,-0.03596458698345112,1.5,0.22907268296853878,0,0.0,6
María Laura Berner,1,1.0,-0.0015687443610446713,0.0,0.0,0,0.0,2
Anuar Quesille,0,0.5,0.0,4.0,0.40235947810852507,0,0.0,16
Luís Carlos Almeida da Cunha,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Cha Eun Woo,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Guarello,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Femicide Perpetrators,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Chile State Institutions,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Chilean Society,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Claudia Hassler,-1,-0.3333333333333333,0.0011476616373280071,1.0,0.23104906018664842,0,0.0,3
Lautaro Carmona,-1,-0.37254901960784315,0.042271651947234534,21.647058823529413,0.9788329381118644,3,0.1875,69
Jeannette Jara,-1,-0.4782608695652174,0.17671974257695947,99.65217391304347,1.203044543632483,7,0.08974358974358974,382
Mario Desbordes,1,0.09523809523809523,-0.00874360130005383,24.88095238095238,1.4718247168552139,5,0.2631578947368421,55
Gonzalo Durán,0,0.0,0.0,42.5,1.8863804690473192,0,0.0,85
Álvaro Elizalde,0,-0.2978723404255319,0.0,45.98936170212766,1.351568091146545,0,0.0,131
Evelyn Matthei,1,0.23113207547169812,-0.17939845064391474,212.2075471698113,2.0614372001348458,17,0.10429447852760736,552
Carolina Tohá,0,-0.2611464968152866,0.0,215.37579617834396,1.9864138101943238,0,0.0,583
Carmen Cifuentes,0,-1.0,0.0,0.0,0.0,0,0.0,7
Juan Bravo,0,-1.0,0.0,0.0,0.0,0,0.0,9
Ricardo Ruiz Escalona,1,-0.3333333333333333,-7.9794634417280755e-19,1.0,0.23104906018664842,0,0.0,3
Juan Williams Rebolledo,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Rafael Sotomayor,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Galvarino Riveros,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Sebastián Sichel,0,-0.2222222222222222,0.0,18.666666666666668,1.1584708937035149,0,0.0,48
Felipe Alessandri,-1,0.1111111111111111,-0.004315415203487453,5.333333333333333,0.820367417999258,1,0.2,12
Luis Aguilera,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Ignacio Pozo,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Camilo Kong,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Norma Leiva,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Leonardo Soto,-1,-0.3333333333333333,3.359750981545588e-05,9.666666666666668,0.7890412047105391,2,0.25,29
Paulina Núñez,-1,0.07317073170731707,0.03160336670654542,35.21951219512195,1.6634722367345696,9,0.4090909090909091,76
Miguel Landeros,1,-0.5555555555555556,-0.0029275461016670125,3.1111111111111107,0.31415407451288996,3,0.42857142857142855,14
Jaime Gajardo,-1,-0.07692307692307693,0.037138742173430106,24.0,1.4856349960930157,5,0.2777777777777778,52
Andrés Longton,-1,-0.25,-0.05129322098394694,15.75,1.0568993468516532,4,0.3333333333333333,42
Miguel Mellado,1,-0.24324324324324326,-0.06568675512724548,16.27027027027027,1.077994907682874,2,0.08695652173913043,43
Camila Flores,1,0.3,-0.055603312428230245,9.45,0.821310692443787,0,0.0,27
Carla Morales,1,-0.45454545454545453,-0.03627204058637223,3.0,0.3780802803054247,1,0.125,11
Jorge Sharp,-1,-0.7647058823529411,-0.033200095159382007,2.941176470588236,0.1613505029805589,1,0.5,25
Evo Morales,-1,-0.7021276595744681,0.006871671071239698,8.042553191489361,0.3279487440532023,2,0.2857142857142857,54
Luis Arce,1,0.22580645161290322,-0.029471155513356023,13.548387096774194,1.036443923232593,3,0.25,35
Grover García,1,0.0,-0.0016578201700691094,2.5,0.626381484247684,0,0.0,5
Andrónico Rodríguez,-1,0.2,-0.001331037377647236,2.0,0.43944491546724396,1,0.3333333333333333,5
Alfredo Stöhwing,0,1.0,0.0,0.0,0.0,0,0.0,6
Fernando Felicevich,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Eduardo Cretton,0,0.3333333333333333,0.0,1.0,0.23104906018664842,0,0.0,3
Johannes Kaiser,1,0.11688311688311688,-0.04808448485355972,92.28571428571428,2.0027620432145192,7,0.10294117647058823,209
María José Arredondo,0,-0.2,0.0,2.4000000000000004,0.48951017264884644,0,0.0,6
Arturo Prat Chacón,0,0.0,0.0,2.5,0.626381484247684,0,0.0,5
Luis Villacorta,0,1.0,0.0,0.0,0.0,0,0.0,3
Joaquín Edwards,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Lorena Fries,1,-0.8181818181818182,-0.027384007986111087,1.3636363636363633,0.07820011502028283,1,0.1,15
Luis Toledo,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Alia Trabucco Zerán,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Presidente de la época,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Víctor Jara,0,-0.3333333333333333,0.0,1.3333333333333335,0.28243262012906795,0,0.0,4
Rodrigo Wainraihg,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Confederación FENATS Unitaria,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Sergio Checho Hirane,1,0.3333333333333333,-0.00754698105100421,3.0000000000000004,0.4620981203732969,0,0.0,9
Mario Marcel,-1,-0.3162393162393162,0.026684171534696464,57.43589743589744,1.3907454301251412,7,0.175,168
María Teresa Pacheco,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Juan Pablo Benito,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Marlen Olivari,0,0.0,0.0,7.5,1.0700330817481354,0,0.0,15
Thammy Palma,0,0.0,0.0,4.5,0.8523740461192126,0,0.0,9
Boris Brejcha,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Ricardo Vairo,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Fernando Tapia,0,0.2,0.0,2.8000000000000003,0.5340004266929361,0,0.0,7
Roberto Cuevas,0,1.0,0.0,0.0,0.0,0,0.0,2
Gonzalo Fouillioux,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Constanza Santa María,-1,-0.23076923076923078,-0.0014857303519577954,5.384615384615384,0.7130350962827158,0,0.0,14
Gonzalo Winter,-1,-0.5121951219512195,0.1358983667394424,78.29268292682927,1.066620939902341,8,0.13333333333333333,321
Esmaeil Kousari,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Marco Rubio,1,0.5384615384615384,-0.030663629546088266,7.846153846153847,0.5030729471311647,0,0.0,34
Guio Jiakun,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Kaja Kallas,1,1.0,-0.0004724418718280879,0.0,0.0,0,0.0,6
Alí Jamenei,0,0.6666666666666666,0.0,2.166666666666667,0.19211325165639762,0,0.0,13
Harold Mayne-Nicholls,0,0.0,0.0,19.5,1.5102124430721813,0,0.0,39
Ricardo Yáñez,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Kate Shemirani,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Gabriel Shemirani,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Sebastián Shemirani,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Paloma Shemirani,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Asos,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Zara,0,0.0,0.0,4.0,0.8047189562170501,0,0.0,8
H&M,0,0.0,0.0,2.5,0.626381484247684,0,0.0,5
Zalando,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
General Mills,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Liz Mascolo,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
La Libertad Avanza,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Verónica Solmi,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Martín Rappallini,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Guillermo Abratte,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Ramón Ramírez,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Alejandro Piccioni,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Eduardo Borri,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Cristina Fernández,1,0.2857142857142857,0.002233557478473691,17.142857142857142,1.0350989062154563,1,0.2,48
Carlos Burgueño,0,1.0,0.0,0.0,0.0,0,0.0,1
Jorge Fontevecchia,0,1.0,0.0,0.0,0.0,0,0.0,2
Diego Paulsen,1,0.5909090909090909,-0.0011443000619497249,10.227272727272727,0.4946616579415216,4,0.4444444444444444,50
Miguel Azar,-1,0.0,4.266483717240874e-05,1.0,0.34657359027997264,0,0.0,2
Claudio Rojas,-1,-0.5,0.0004153849684869572,2.0,0.27465307216702745,0,0.0,8
Rodrigo Vattuone,1,-0.3333333333333333,-0.0013935068892568284,2.3333333333333335,0.4013242681086454,0,0.0,7
Gustavo Adolfo Morales,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Unnamed Female Feligresa,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Obispado de San Felipe,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Héctor Humeres,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Merino,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Leigh,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Jaime Guzmán,0,0.2,0.0,3.6,0.6104225213980197,0,0.0,9
Sergio Fernández Fernández,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Seis suboficiales del ejército,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Ejército de Chile,0,0.0,0.0,2.5,0.626381484247684,0,0.0,5
Ministerio Público,0,-0.047619047619047616,0.0,27.619047619047617,1.597177379434183,0,0.0,58
Fiscalía,0,-0.1111111111111111,0.0,12.444444444444443,1.1549182081157872,0,0.0,28
Organización criminal de narcotráfico,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Jeanette Jara,-1,-0.5333333333333333,-0.0007130023827589489,9.1,0.5395915988976833,1,0.14285714285714285,39
Matthei,1,-0.13513513513513514,-0.016257522592206617,23.351351351351354,1.3805783113358332,1,0.047619047619047616,54
Jaime Mulet,-1,-0.5,-0.03406143142491146,37.75,0.914282688949839,4,0.13793103448275862,151
Gloria Naveillán,1,-0.09090909090909091,0.012681084675474585,6.818181818181818,0.934750919752335,0,0.0,15
Stephan Schubert,1,-0.2727272727272727,-0.033173936146848125,5.454545454545455,0.67810349245198,1,0.14285714285714285,15
Franco Parisi,1,0.15384615384615385,-0.024467053765797647,28.346153846153847,1.42964524714972,1,0.045454545454545456,67
Jaime Quintana,1,-0.17073170731707318,-0.029356974390499713,23.634146341463413,1.3285431764201694,4,0.16666666666666666,57
Daniel Jadue,0,-0.5,0.0,17.5,0.7294426830210697,0,0.0,70
Sebastián Beccacece,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Pamela Figueroa,-1,-0.7333333333333333,0.04131142006971138,8.933333333333335,0.3061194806457666,1,0.16666666666666666,67
Arturo Squella,1,0.0,-0.02695694948611616,18.5,1.4852072327848505,3,0.21428571428571427,37
Luis Ruz,1,0.0,0.03124837230081246,4.5,0.8523740461192126,2,0.5,9
Patricio Dussaillant,1,-1.0,-0.028002526256876582,0.0,0.0,0,0.0,3
María Claudia Tarazona,0,-1.0,0.0,0.0,0.0,0,0.0,2
la reconocida comunicadora,-1,-1.0,1.6292578750283903e-18,0.0,0.0,0,0.0,1
Cristián Ortiz,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Latam Airlines,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Congreso iraní,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Rusia,0,0.7142857142857143,0.0,1.7142857142857142,0.14264697573016102,0,0.0,12
China,-1,-0.06666666666666667,0.03473035137382173,10.266666666666667,1.130195973116403,0,0.0,22
Guillermo Ramírez,1,0.2549019607843137,-0.025251118296234935,24.215686274509803,1.2023893954782654,2,0.10526315789473684,65
Jorge Alessandri,-1,-0.45,0.010002556999035224,12.925,0.7242635910986707,3,0.2727272727272727,47
Ana Lya Uriarte,-1,-0.6,0.033857623414912455,1.2000000000000002,0.15769147207285408,0,0.0,6
Aisén Etcheverry,0,-0.2857142857142857,0.0,25.714285714285715,1.173285167071169,0,0.0,72
Aldo Mascareño,-1,0.14285714285714285,-0.0009803726404786516,4.2857142857142865,0.7135747558238192,0,0.0,10
Álvaro Clarke,-1,-1.0,0.028055906248662586,0.0,0.0,0,0.0,2
Christian Durán,-1,-1.0,0.028002526256876575,0.0,0.0,0,0.0,1
Roberto Izikson,-1,-0.09090909090909091,0.009570807053048056,5.454545454545454,0.8476293655649749,0,0.0,12
Óscar Landerretche,-1,-0.7241379310344828,-0.05176891826861403,5.517241379310345,0.25854499104457496,0,0.0,40
Julio Salas,-1,-0.05454545454545454,-0.02574007277180236,32.14545454545455,1.6549735513745638,2,0.07692307692307693,68
Defendamos Patagonia,-1,-0.3333333333333333,-0.01905456024827162,1.0,0.23104906018664842,0,0.0,3
Daniel Caniullan Huentel,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Emilia Nuyado,0,-0.3333333333333333,0.0,1.3333333333333335,0.28243262012906795,0,0.0,4
Matías Ramírez,0,-0.3333333333333333,0.0,3.666666666666667,0.5134816803157164,0,0.0,11
Huenchumilla,0,-0.3333333333333333,0.0,2.3333333333333335,0.4013242681086454,0,0.0,7
Eduardo Frei,0,-0.2,0.0,7.6000000000000005,0.860704881303785,0,0.0,19
María Maluenda,0,-1.0,0.0,0.0,0.0,0,0.0,1
J.F. Kennedy,0,-1.0,0.0,0.0,0.0,0,0.0,2
Dauno Tótoro Taulis,-1,-1.0,-2.3075537343505874e-19,0.0,0.0,0,0.0,4
Miguel Venegas Cifuentes,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Ernesto Barreda,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Enrique Fontecilla,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Óscar Trepte,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Osvaldo Thiers Díaz,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Diego Ibáñez,1,-0.2,0.035748118984933845,18.8,1.194272775080196,7,0.3888888888888889,47
Cristian Tapia,0,0.5,0.0,1.5,0.22907268296853878,0,0.0,6
Yasna Provoste,-1,-0.2222222222222222,0.0006760243714445154,9.722222222222223,0.9225682787256139,2,0.2857142857142857,25
Máximo Pacheco,1,-0.21739130434782608,-0.029656361223139308,16.043478260869566,1.1096482006413835,4,0.2857142857142857,41
Claudio Arqueros,1,0.0,-0.043536095646613364,3.0,0.6931471805599453,0,0.0,6
Gabriel Pérez Mardones,0,1.0,0.0,0.0,0.0,0,0.0,4
Ximena Ossandón,1,-0.16666666666666666,0.002030263382465544,14.166666666666668,1.1329583488703314,2,0.14285714285714285,34
CPC,0,-1.0,0.0,0.0,0.0,0,0.0,4
Anonymous Woman from Los Andes,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Gustavo Morales,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Javier Paulsen Naulin,1,1.0,-0.007825206166201509,0.0,0.0,0,0.0,1
Fernando Matthei Fornet,1,1.0,-0.007875119551008414,0.0,0.0,0,0.0,2
Patricio Parodi Gil,1,1.0,-0.007825206166201509,0.0,0.0,0,0.0,1
United States,0,0.0,0.0,3.5,0.7520386983881371,0,0.0,7
Iran,-1,0.0,4.455097585647458e-19,0.5,0.2027325540540822,0,0.0,1
Gustavo Sanhueza,1,0.75,0.0015549410695099907,1.25,0.1013662770270411,1,1.0,10
Pedro Araya,1,-0.08333333333333333,0.008211771512873844,12.375,1.1886358425251153,2,0.15384615384615385,27
Yanino Riquelme,-1,-0.5,-0.0024874597188340153,1.5,0.22907268296853878,0,0.0,6
Jorge Baradit,-1,-1.0,0.007334687406466421,0.0,0.0,0,0.0,5
Carolina Arredondo,-1,-0.6923076923076923,0.02760648258705915,2.4615384615384617,0.19103278958596664,0,0.0,16
Álvaro García,0,-0.6666666666666666,0.0,1.8333333333333335,0.17357564580469356,0,0.0,11
Robert Hunter,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Mickey Hart,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Glenn Danzig,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Camila Hirane,-1,0.0,0.0028241520099609924,2.0,0.5493061443340549,0,0.0,4
Servel,1,-0.6,0.029506691334719788,1.2000000000000002,0.15769147207285408,2,0.5,6
Monserrat Álvarez,-1,-1.0,6.13692287047029e-20,0.0,0.0,0,0.0,14
Natalia Casas-Cordero,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Cecilia Gutiérrez,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Naya Fácil,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
JC,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Ignacio Navazo,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Mariana Vidal Oyarzo,0,0.0,0.0,2.0,0.5493061443340549,0,0.0,4
Matías Toledo,-1,-0.8333333333333334,0.008584432023423759,1.583333333333333,0.07909004622476214,0,0.0,19
Ítalo Bravo,-1,-1.0,0.008412840611099613,0.0,0.0,0,0.0,3
Joel Olmos,-1,-0.5,0.006302320452354067,1.5,0.22907268296853878,1,1.0,6
Natalia González,-1,-0.3333333333333333,0.012429987046015325,4.666666666666667,0.5782003517960356,0,0.0,14
Ministerio de Transportes y Telecomunicaciones,0,0.0,0.0,1.0,0.34657359027997264,0,0.0,2
Alianza In,0,0.0,0.0,1.5,0.45814536593707755,0,0.0,3
Hakeem Jeffries,1,1.0,0.004488984466872832,0.0,0.0,0,0.0,3
Cristián Torres,1,1.0,-0.00787511955100842,0.0,0.0,0,0.0,4
Pete Hegseth,1,1.0,6.372052699756508e-19,0.0,0.0,0,0.0,5
Guardia Revolucionaria de Irán,1,1.0,0.0002759526071485218,0.0,0.0,0,0.0,2
Israel,1,0.7777777777777778,-0.0063264109752681815,2.333333333333333,0.13377475603621508,0,0.0,21
Sidharth Kaushal,1,1.0,1.601001008199008e-18,0.0,0.0,0,0.0,1
Jack Watling,1,1.0,2.4722279501234775e-21,0.0,0.0,0,0.0,1
Yehoshua Kalisky,0,1.0,0.0,0.0,0.0,0,0.0,1
Alberto van Klaveren,-1,-0.36363636363636365,0.009155658576744562,9.227272727272727,0.7397911655419422,0,0.0,29
Raúl Soto,-1,-0.23076923076923078,0.04056925531339657,5.769230769230768,0.7355336373141036,1,0.2,15
Diego Schalper,1,-0.2777777777777778,-0.04575594006186067,16.25,1.0283766073668277,6,0.2608695652173913,45
Rojo Edwards,-1,0.16666666666666666,-0.00972476604693391,12.083333333333334,1.071391314816795,1,0.07142857142857142,29
Arturo Frei,0,1.0,0.0,0.0,0.0,0,0.0,6
Andrés Pérez,0,-0.3333333333333333,0.0,2.3333333333333335,0.4013242681086454,0,0.0,7
Arturo Barrios,1,-0.8461538461538461,-0.03864592934963367,1.2307692307692308,0.06171895942499518,3,0.25,16
Kihachiro Onitsuka,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Juan Sutil,1,0.3333333333333333,-0.03535690183153454,2.666666666666667,0.43309432804342035,1,0.5,8
José Tohá,0,-1.0,0.0,0.0,0.0,0,0.0,4
Matilde Salinas Tohá,0,0.0,0.0,0.5,0.2027325540540822,0,0.0,1
Jorge Brito,-1,-0.21951219512195122,0.005249749698173138,17.5609756097561,1.1399263575248306,2,0.125,45
Camila Nieto,-1,-1.0,0.04073049790579501,0.0,0.0,0,0.0,21
Daniel Marx,0,0.0,0.0,3.0,0.6931471805599453,0,0.0,6
Sergio Massa,-1,0.0,1.2063334694935352e-18,2.5,0.626381484247684,0,0.0,5
Christopher White,-1,-1.0,-0.0027715421306669977,0.0,0.0,0,0.0,2
